Name,Mass,Head Armor,Head Passthrough,Head Simulation,Neck Armor,Neck Passthrough,Neck Simulation,Chest Armor,Chest Passthrough,Chest Simulation,Body Armor,Body Passthrough,Body Simulation,Diaphragm Armor,Diaphragm Passthrough,Diaphragm Simulation,Abdomen Armor,Abdomen Passthrough,Abdomen Simulation,AllowedSlots,II_GeneralMacro,ModelSides,IIType,AllowedFacewear,_GeneralMacro,DescriptionShort,Type,Access,Value
6B27M (ESS/Balaclava),34.32,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B27M Mountain Les,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B27M Mountain Les (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B27M Mountain Les (ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B27M Mountain Les (ESS/Balaclava),34.32,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B28 EMR-Summer,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B28 EMR-Summer (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B28 EMR-Summer (ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B28 EMR-Summer (ESS/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B28 Flora,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B28 Flora (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B28 Flora (ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B28 Flora (ESS/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B28,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B28 (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B28 (ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B28 (ESS/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B2 (6Sh46),45,0,0,0,0,0,0,12,0.4,RHS_Gost_2,0,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 1,131072,3,2
6B2 (Chicom),50,0,0,0,0,0,0,12,0.4,RHS_Gost_2,0,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 1,131072,3,2
6B2 (Holster),42,0,0,0,0,0,0,12,0.4,RHS_Gost_2,0,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 1,131072,3,2
6B2 (Lifchik),50,0,0,0,0,0,0,12,0.4,RHS_Gost_2,0,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 1,131072,3,2
6B2 (RPK),50,0,0,0,0,0,0,12,0.4,RHS_Gost_2,0,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 1,131072,3,2
6B2 (Sniper),45,0,0,0,0,0,0,12,0.4,RHS_Gost_2,0,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,12,0.4,RHS_Gost_2,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 1,131072,3,2
6B3,60,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (Rifleman 1),65,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (Rifleman 2),65,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (Rifleman 3),65,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (Holster),55,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (Officer),55,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (R-148),65,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (RPK),70,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (VOG 1),70,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B3 (VOG 2),70,0,0,0,0,0,0,22,0.3,RHS_Gost_4,0,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,22,0.3,RHS_Gost_4,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 3,131072,3,2
6B43,80,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45,80,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Desert),80,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (VOG),95,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Holster),85,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Light),85,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Machine Gunner),95,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Officer),90,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Rifleman 1),90,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B45 (Rifleman 2),90,0,0,0,16,0.3,RHS_Gost_3,28,0.1,RHS_Gost_6,0,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,28,0.1,RHS_Gost_6,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
6B47,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (EMR/6B50),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (6M2),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (6M2-1),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B47,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (Desert),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (EMR),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (EMR),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (EMR),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B47 (ESS/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B48,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B5-19 Olive,132,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19,132,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Olive (Medic),152,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 (Medic),152,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Berezka (Medic),152,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 TTsKO (Medic),152,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 VSR (Medic),152,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Olive (Officer),142,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 (Officer),142,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Berezka (Officer),142,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 TTsKO (Officer),142,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 VSR (Officer),142,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Olive (6Sh46),147,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 (6Sh46),147,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Berezka (6Sh46),147,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 TTsKO (6Sh46),147,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 VSR (6Sh46),147,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Olive (Sniper),137,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 (Sniper),137,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Berezka (Sniper),137,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 TTsKO (Sniper),137,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 VSR (Sniper),137,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 Berezka,132,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 TTsKO,132,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B5-19 VSR,132,0,0,0,8,0.5,0,25,0.2,0,8,0.5,0,25,0.2,0,25,0.2,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 5,131072,3,2
6B7-1M,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (EMR/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Flora/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Olive/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (EMR/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Flora/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Olive/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (EMR),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B7-1M (EMR/ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B7-1M (EMR/ESS/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B7-1M (ESS/Balaclava),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Flora),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Flora/NS-3),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6B7-1M (Olive),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
6Sh117 (RPK),18,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (VOG),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (Machine Gunner),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (Squad Leader),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (Squad Leader/Azart),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (Rifleman),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (SVD),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh117 (Val/VSS),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh46,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92,15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 EMR-Summer,15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 EMR-Summer (Headset),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 EMR-Summer (Radio),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 EMR-Summer (VOG),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 EMR-Summer (VOG/Headset),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 (Headset),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 (Radio),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 (VOG),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 (VOG/Headset),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 VSR,15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 VSR (Headset),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 VSR (Radio),15,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 VSR (VOG),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
6Sh92 VSR (VOG/Headset),20,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0.6,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
